Serial Number:20555838 --

"Date Time, GMT -0800","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","Stopped","EOF"
2020-03-02 16:18:00,17.16,"1,949", , , , , 
2020-03-02 16:19:00,17.16,"1,952", , , , , 
2020-03-02 16:20:00,17.16,"1,959", , , , , 
2020-03-02 16:21:00,17.20,"1,954", , , , , 
2020-03-02 16:22:00,17.16,"1,952", , , , , 
2020-03-02 16:23:00,17.20,"1,952", , , , , 
2020-03-02 16:24:00,17.16,"1,954", , , , , 
2020-03-02 16:25:00,17.16,"1,958", , , , , 
2020-03-02 16:26:00,17.16,"1,958", , , , , 
2020-03-02 16:27:00,17.20,"1,952", , , , , 
2020-03-02 16:28:00,17.20,"1,954", , , , , 
2020-03-02 16:29:00,17.16,"1,956", , , , , 
2020-03-02 16:30:00,17.16,"1,956", , , , , 
2020-03-02 16:31:00,17.16,"1,959", , , , , 
2020-03-02 16:32:00,17.16,"1,388", , , , , 
2020-03-02 16:33:00,17.11,"1,399", , , , , 
2020-03-02 16:34:00,17.16,"1,397", , , , , 
2020-03-02 16:35:00,17.16,"1,401", , , , , 
2020-03-02 16:36:00,17.11,"1,402", , , , , 
2020-03-02 16:37:00,17.11,"1,398", , , , , 
2020-03-02 16:38:00,17.16,"1,393", , , , , 
2020-03-02 16:39:00,17.20,"1,400", , , , , 
2020-03-02 16:40:00,17.16,"1,395", , , , , 
2020-03-02 16:41:00,17.11,"1,393", , , , , 
2020-03-02 16:42:00,17.16,"1,399", , , , , 
2020-03-02 16:43:00,17.16,"1,574", , , , , 
2020-03-02 16:44:00,17.20,"1,569", , , , , 
2020-03-02 16:45:00,17.16,"1,572", , , , , 
2020-03-02 16:46:00,17.16,"1,578", , , , , 
2020-03-02 16:47:00,17.16,"1,577", , , , , 
2020-03-02 16:48:00,17.11,"1,576", , , , , 
2020-03-02 16:49:00,17.11,"1,576", , , , , 
2020-03-02 16:50:00,17.16,"1,579", , , , , 
2020-03-02 16:51:00,17.16,"1,577", , , , , 
2020-03-02 16:52:00,17.16,"1,574", , , , , 
2020-03-02 16:53:00,17.16,"1,576", , , , , 
2020-03-02 16:54:00,17.20,"1,576", , , , , 
2020-03-02 16:55:00,17.16,"1,581", , , , , 
2020-03-02 16:56:00,17.16,"1,577", , , , , 
2020-03-02 16:57:00,17.16,"1,577", , , , , 
2020-03-02 16:58:00,17.24,"1,577", , , , , 
2020-03-02 16:59:00,17.16,"1,576", , , , , 
2020-03-02 17:00:00,17.11,"1,576", , , , , 
2020-03-02 17:01:00,17.11,"1,282", , , , , 
2020-03-02 17:02:00,17.16,"1,280", , , , , 
2020-03-02 17:03:00,17.11,"1,267", , , , , 
2020-03-02 17:04:00,17.11,"1,230", , , , , 
2020-03-02 17:05:00,17.16,"1,232", , , , , 
2020-03-02 17:06:00,17.16,"1,229", , , , , 
2020-03-02 17:07:00,17.20,"1,234", , , , , 
2020-03-02 17:08:00,17.16,"1,231", , , , , 
2020-03-02 17:09:00,17.16,"1,235", , , , , 
2020-03-02 17:10:00,17.16,"1,229", , , , , 
2020-03-02 17:11:00,17.16,"1,228", , , , , 
2020-03-02 17:12:00,17.11,"1,232", , , , , 
2020-03-02 17:13:00,17.16,"1,232", , , , , 
2020-03-02 17:14:00,17.16,"1,239", , , , , 
2020-03-02 17:15:00,17.11,"1,235", , , , , 
2020-03-02 17:16:00,17.11,"1,221", , , , , 
2020-03-02 17:17:00,17.07,"1,231", , , , , 
2020-03-02 17:18:00,17.11,"1,236", , , , , 
2020-03-02 17:19:00,17.11,"1,234", , , , , 
2020-03-02 17:20:00,17.16,"1,237", , , , , 
2020-03-02 17:21:00,17.16,"1,236", , , , , 
2020-03-02 17:22:00,17.16,"1,236", , , , , 
2020-03-02 17:23:00,17.11,"1,236", , , , , 
2020-03-02 17:24:00,17.16,"1,237", , , , , 
2020-03-02 17:25:00,17.16,"1,239", , , , , 
2020-03-02 17:26:00,17.16,"1,239", , , , , 
2020-03-02 17:27:00,17.16,"1,238", , , , , 
2020-03-02 17:28:00,17.16,"1,242", , , , , 
2020-03-02 17:29:00,17.11,"1,240", , , , , 
2020-03-02 17:30:00,17.07,"1,240", , , , , 
2020-03-02 17:31:00,17.11,"1,241", , , , , 
2020-03-02 17:32:00,17.11,"1,241", , , , , 
2020-03-02 17:33:00,17.16,"1,245", , , , , 
2020-03-02 17:34:00,17.16,"1,245", , , , , 
2020-03-02 17:35:00,17.11,"1,246", , , , , 
2020-03-02 17:36:00,17.20,"1,244", , , , , 
2020-03-02 17:37:00,17.20,"1,243", , , , , 
2020-03-02 17:38:00,17.11,"1,244", , , , , 
2020-03-02 17:39:00,17.11,"1,246", , , , , 
2020-03-02 17:40:00,17.16,"1,244", , , , , 
2020-03-02 17:41:00,17.16,"1,244", , , , , 
2020-03-02 17:42:00,17.11,"1,245", , , , , 
2020-03-02 17:43:00,17.11,"1,245", , , , , 
2020-03-02 17:44:00,17.11,"1,239", , , , , 
2020-03-02 17:45:00,17.16,"1,244", , , , , 
2020-03-02 17:46:00,17.16,"1,249", , , , , 
2020-03-02 17:47:00,17.11,"1,242", , , , , 
2020-03-02 17:48:00,17.16,"1,247", , , , , 
2020-03-02 17:49:00,17.16,"1,244", , , , , 
2020-03-02 17:50:00,17.11,"1,245", , , , , 
2020-03-02 17:51:00,17.16,"1,230", , , , , 
2020-03-02 17:52:00,17.11,"1,216", , , , , 
2020-03-02 17:53:00,17.11,"1,215", , , , , 
2020-03-02 17:54:00,17.11,"1,216", , , , , 
2020-03-02 17:55:00,17.07,"1,216", , , , , 
2020-03-02 17:56:00,17.16,"1,217", , , , , 
2020-03-02 17:57:00,17.11,"1,216", , , , , 
2020-03-02 17:58:00,17.11,"1,216", , , , , 
2020-03-02 17:59:00,17.11,"1,210", , , , , 
2020-03-02 18:00:00,17.11,"1,217", , , , , 
2020-03-02 18:01:00,17.16,925, , , , , 
2020-03-02 18:02:00,17.11,927, , , , , 
2020-03-02 18:03:00,17.16,924, , , , , 
2020-03-02 18:04:00,17.16,925, , , , , 
2020-03-02 18:05:00,17.11,926, , , , , 
2020-03-02 18:06:00,17.11,927, , , , , 
2020-03-02 18:07:00,17.11,926, , , , , 
2020-03-02 18:08:00,17.11,925, , , , , 
2020-03-02 18:09:00,17.07,926, , , , , 
2020-03-02 18:10:00,17.11,926, , , , , 
2020-03-02 18:11:00,17.11,925, , , , , 
2020-03-02 18:12:00,17.16,928, , , , , 
2020-03-02 18:13:00,17.16,929, , , , , 
2020-03-02 18:14:00,17.16,925, , , , , 
2020-03-02 18:15:00,17.16,927, , , , , 
2020-03-02 18:16:00,17.11,925, , , , , 
2020-03-02 18:17:00,17.07,925, , , , , 
2020-03-02 18:18:00,17.11,928, , , , , 
2020-03-02 18:19:00,17.11,926, , , , , 
2020-03-02 18:20:00,17.11,925, , , , , 
2020-03-02 18:21:00,17.11,928, , , , , 
2020-03-02 18:22:00,17.11,926, , , , , 
2020-03-02 18:23:00,17.16,928, , , , , 
2020-03-02 18:24:00,17.16,927, , , , , 
2020-03-02 18:25:00,17.11,925, , , , , 
2020-03-02 18:26:00,17.11,925, , , , , 
2020-03-02 18:27:00,17.11,925, , , , , 
2020-03-02 18:28:00,17.07,924, , , , , 
2020-03-02 18:29:00,17.11,925, , , , , 
2020-03-02 18:30:00,17.11,925, , , , , 
2020-03-02 18:31:00,17.11,925, , , , , 
2020-03-02 18:32:00,17.11,926, , , , , 
2020-03-02 18:33:00,17.16,927, , , , , 
2020-03-02 18:34:00,17.11,928, , , , , 
2020-03-02 18:35:00,17.11,928, , , , , 
2020-03-02 18:36:00,17.20,928, , , , , 
2020-03-02 18:37:00,17.11,925, , , , , 
2020-03-02 18:38:00,17.11,925, , , , , 
2020-03-02 18:39:00,17.11,927, , , , , 
2020-03-02 18:40:00,17.07,928, , , , , 
2020-03-02 18:41:00,17.07,926, , , , , 
2020-03-02 18:42:00,17.07,927, , , , , 
2020-03-02 18:43:00,17.11,927, , , , , 
2020-03-02 18:44:00,17.11,928, , , , , 
2020-03-02 18:45:00,17.11,927, , , , , 
2020-03-02 18:46:00,17.16,927, , , , , 
2020-03-02 18:47:00,17.11,926, , , , , 
2020-03-02 18:48:00,17.11,928, , , , , 
2020-03-02 18:49:00,17.07,927, , , , , 
2020-03-02 18:50:00,17.16,927, , , , , 
2020-03-02 18:51:00,17.11,925, , , , , 
2020-03-02 18:52:00,17.07,927, , , , , 
2020-03-02 18:53:00,17.11,926, , , , , 
2020-03-02 18:54:00,17.11,926, , , , , 
2020-03-02 18:55:00,17.16,927, , , , , 
2020-03-02 18:56:00,17.16,927, , , , , 
2020-03-02 18:57:00,17.16,925, , , , , 
2020-03-02 18:58:00,17.11,929, , , , , 
2020-03-02 18:59:00,17.16,928, , , , , 
2020-03-02 19:00:00,17.16,927, , , , , 
2020-03-02 19:01:00,17.07,624, , , , , 
2020-03-02 19:02:00,17.11,623, , , , , 
2020-03-02 19:03:00,17.07,621, , , , , 
2020-03-02 19:04:00,17.07,619, , , , , 
2020-03-02 19:05:00,17.07,619, , , , , 
2020-03-02 19:06:00,17.11,621, , , , , 
2020-03-02 19:07:00,17.11,620, , , , , 
2020-03-02 19:08:00,17.16,622, , , , , 
2020-03-02 19:09:00,17.11,621, , , , , 
2020-03-02 19:10:00,17.11,620, , , , , 
2020-03-02 19:11:00,17.11,620, , , , , 
2020-03-02 19:12:00,17.11,622, , , , , 
2020-03-02 19:13:00,17.07,620, , , , , 
2020-03-02 19:14:00,17.03,620, , , , , 
2020-03-02 19:15:00,17.11,622, , , , , 
2020-03-02 19:16:00,17.07,617, , , , , 
2020-03-02 19:17:00,17.07,622, , , , , 
2020-03-02 19:18:00,17.11,619, , , , , 
2020-03-02 19:19:00,17.11,620, , , , , 
2020-03-02 19:20:00,17.11,621, , , , , 
2020-03-02 19:21:00,17.11,622, , , , , 
2020-03-02 19:22:00,17.11,621, , , , , 
2020-03-02 19:23:00,17.07,621, , , , , 
2020-03-02 19:24:00,17.16,621, , , , , 
2020-03-02 19:25:00,17.11,621, , , , , 
2020-03-02 19:26:00,17.11,622, , , , , 
2020-03-02 19:27:00,17.07,620, , , , , 
2020-03-02 19:28:00,17.07,619, , , , , 
2020-03-02 19:29:00,17.11,621, , , , , 
2020-03-02 19:30:00,17.11,624, , , , , 
2020-03-02 19:31:00,17.11,624, , , , , 
2020-03-02 19:32:00,17.11,622, , , , , 
2020-03-02 19:33:00,17.11,622, , , , , 
2020-03-02 19:34:00,17.11,622, , , , , 
2020-03-02 19:35:00,17.11,619, , , , , 
2020-03-02 19:36:00,17.16,622, , , , , 
2020-03-02 19:37:00,17.11,621, , , , , 
2020-03-02 19:38:00,17.11,622, , , , , 
2020-03-02 19:39:00,17.11,620, , , , , 
2020-03-02 19:40:00,17.11,618, , , , , 
2020-03-02 19:41:00,17.07,621, , , , , 
2020-03-02 19:42:00,17.11,620, , , , , 
2020-03-02 19:43:00,17.16,621, , , , , 
2020-03-02 19:44:00,17.11,622, , , , , 
2020-03-02 19:45:00,17.16,620, , , , , 
2020-03-02 19:46:00,17.11,620, , , , , 
2020-03-02 19:47:00,17.07,622, , , , , 
2020-03-02 19:48:00,17.11,620, , , , , 
2020-03-02 19:49:00,17.11,622, , , , , 
2020-03-02 19:50:00,17.07,622, , , , , 
2020-03-02 19:51:00,17.07,621, , , , , 
2020-03-02 19:52:00,17.11,622, , , , , 
2020-03-02 19:53:00,17.11,622, , , , , 
2020-03-02 19:54:00,17.11,621, , , , , 
2020-03-02 19:55:00,17.11,622, , , , , 
2020-03-02 19:56:00,17.11,621, , , , , 
2020-03-02 19:57:00,17.07,618, , , , , 
2020-03-02 19:58:00,17.16,622, , , , , 
2020-03-02 19:59:00,17.07,620, , , , , 
2020-03-02 20:00:00,17.11,622, , , , , 
2020-03-02 20:01:00,17.07,313, , , , , 
2020-03-02 20:02:00,17.11,312, , , , , 
2020-03-02 20:03:00,17.07,313, , , , , 
2020-03-02 20:04:00,17.11,312, , , , , 
2020-03-02 20:05:00,17.07,312, , , , , 
2020-03-02 20:06:00,17.07,313, , , , , 
2020-03-02 20:07:00,17.16,312, , , , , 
2020-03-02 20:08:00,17.07,313, , , , , 
2020-03-02 20:09:00,17.07,312, , , , , 
2020-03-02 20:10:00,17.07,312, , , , , 
2020-03-02 20:11:00,17.03,312, , , , , 
2020-03-02 20:12:00,17.07,313, , , , , 
2020-03-02 20:13:00,17.03,312, , , , , 
2020-03-02 20:14:00,17.07,312, , , , , 
2020-03-02 20:15:00,17.07,312, , , , , 
2020-03-02 20:16:00,17.11,312, , , , , 
2020-03-02 20:17:00,17.07,311, , , , , 
2020-03-02 20:18:00,17.11,311, , , , , 
2020-03-02 20:19:00,17.11,311, , , , , 
2020-03-02 20:20:00,17.07,311, , , , , 
2020-03-02 20:21:00,17.11,311, , , , , 
2020-03-02 20:22:00,17.07,311, , , , , 
2020-03-02 20:23:00,17.11,311, , , , , 
2020-03-02 20:24:00,17.11,312, , , , , 
2020-03-02 20:25:00,17.03,311, , , , , 
2020-03-02 20:26:00,17.07,311, , , , , 
2020-03-02 20:27:00,17.07,311, , , , , 
2020-03-02 20:28:00,17.07,310, , , , , 
2020-03-02 20:29:00,17.11,313, , , , , 
2020-03-02 20:30:00,17.11,313, , , , , 
2020-03-02 20:31:00,17.16,313, , , , , 
2020-03-02 20:32:00,17.11,313, , , , , 
2020-03-02 20:33:00,17.11,313, , , , , 
2020-03-02 20:34:00,17.07,314, , , , , 
2020-03-02 20:35:00,17.07,314, , , , , 
2020-03-02 20:36:00,17.07,313, , , , , 
2020-03-02 20:37:00,17.07,314, , , , , 
2020-03-02 20:38:00,17.07,313, , , , , 
2020-03-02 20:39:00,17.07,312, , , , , 
2020-03-02 20:40:00,17.03,312, , , , , 
2020-03-02 20:41:00,17.11,313, , , , , 
2020-03-02 20:42:00,17.07,313, , , , , 
2020-03-02 20:43:00,17.11,313, , , , , 
2020-03-02 20:44:00,17.11,313, , , , , 
2020-03-02 20:45:00,17.11,314, , , , , 
2020-03-02 20:46:00,17.07,313, , , , , 
2020-03-02 20:47:00,17.11,313, , , , , 
2020-03-02 20:48:00,17.07,312, , , , , 
2020-03-02 20:49:00,17.07,313, , , , , 
2020-03-02 20:50:00,17.07,313, , , , , 
2020-03-02 20:51:00,17.11,312, , , , , 
2020-03-02 20:52:00,17.07,313, , , , , 
2020-03-02 20:53:00,17.07,313, , , , , 
2020-03-02 20:54:00,17.07,313, , , , , 
2020-03-02 20:55:00,17.07,312, , , , , 
2020-03-02 20:56:00,17.07,312, , , , , 
2020-03-02 20:57:00,17.07,313, , , , , 
2020-03-02 20:58:00,17.07,313, , , , , 
2020-03-02 20:59:00,17.11,313, , , , , 
2020-03-02 21:00:00,17.11,313, , , , , 
2020-03-02 21:01:00,17.07,57, , , , , 
2020-03-02 21:02:00,17.03,57, , , , , 
2020-03-02 21:03:00,17.11,57, , , , , 
2020-03-02 21:04:00,17.03,57, , , , , 
2020-03-02 21:05:00,17.03,57, , , , , 
2020-03-02 21:06:00,17.07,57, , , , , 
2020-03-02 21:07:00,17.11,57, , , , , 
2020-03-02 21:08:00,17.07,57, , , , , 
2020-03-02 21:09:00,17.07,57, , , , , 
2020-03-02 21:10:00,17.11,57, , , , , 
2020-03-02 21:11:00,17.07,57, , , , , 
2020-03-02 21:12:00,17.07,57, , , , , 
2020-03-02 21:13:00,17.11,57, , , , , 
2020-03-02 21:14:00,17.07,57, , , , , 
2020-03-02 21:15:00,17.07,57, , , , , 
2020-03-02 21:16:00,17.03,57, , , , , 
2020-03-02 21:17:00,17.11,57, , , , , 
2020-03-02 21:18:00,17.11,57, , , , , 
2020-03-02 21:19:00,17.07,57, , , , , 
2020-03-02 21:20:00,17.11,57, , , , , 
2020-03-02 21:21:00,17.11,57, , , , , 
2020-03-02 21:22:00,17.07,57, , , , , 
2020-03-02 21:23:00,17.03,56, , , , , 
2020-03-02 21:24:00,17.07,57, , , , , 
2020-03-02 21:25:00,17.03,57, , , , , 
2020-03-02 21:26:00,17.03,57, , , , , 
2020-03-02 21:27:00,17.03,57, , , , , 
2020-03-02 21:28:00,17.07,56, , , , , 
2020-03-02 21:29:00,17.07,57, , , , , 
2020-03-02 21:30:00,17.11,57, , , , , 
2020-03-02 21:31:00,17.11,57, , , , , 
2020-03-02 21:32:00,17.07,57, , , , , 
2020-03-02 21:33:00,17.11,57, , , , , 
2020-03-02 21:34:00,17.11,57, , , , , 
2020-03-02 21:35:00,17.07,56, , , , , 
2020-03-02 21:36:00,17.07,56, , , , , 
2020-03-02 21:37:00,17.07,56, , , , , 
2020-03-02 21:38:00,17.07,57, , , , , 
2020-03-02 21:39:00,17.07,56, , , , , 
2020-03-02 21:40:00,17.03,56, , , , , 
2020-03-02 21:41:00,17.07,56, , , , , 
2020-03-02 21:42:00,17.07,56, , , , , 
2020-03-02 21:43:00,17.11,56, , , , , 
2020-03-02 21:44:00,17.11,56, , , , , 
2020-03-02 21:45:00,17.11,57, , , , , 
2020-03-02 21:46:00,17.11,56, , , , , 
2020-03-02 21:47:00,17.11,56, , , , , 
2020-03-02 21:48:00,17.07,56, , , , , 
2020-03-02 21:49:00,17.07,56, , , , , 
2020-03-02 21:50:00,17.07,56, , , , , 
2020-03-02 21:51:00,17.03,56, , , , , 
2020-03-02 21:52:00,17.11,56, , , , , 
2020-03-02 21:53:00,17.07,56, , , , , 
2020-03-02 21:54:00,17.07,56, , , , , 
2020-03-02 21:55:00,17.07,57, , , , , 
2020-03-02 21:56:00,17.07,56, , , , , 
2020-03-02 21:57:00,17.07,56, , , , , 
2020-03-02 21:58:00,17.07,57, , , , , 
2020-03-02 21:59:00,17.03,57, , , , , 
2020-03-02 22:00:00,17.07,56, , , , , 
2020-03-02 22:01:00,17.03,628, , , , , 
2020-03-02 22:02:00,17.07,627, , , , , 
2020-03-02 22:03:00,17.11,627, , , , , 
2020-03-02 22:04:00,17.11,628, , , , , 
2020-03-02 22:05:00,17.11,628, , , , , 
2020-03-02 22:06:00,17.16,627, , , , , 
2020-03-02 22:07:00,17.11,628, , , , , 
2020-03-02 22:08:00,17.11,625, , , , , 
2020-03-02 22:09:00,17.07,626, , , , , 
2020-03-02 22:10:00,17.11,625, , , , , 
2020-03-02 22:11:00,17.07,626, , , , , 
2020-03-02 22:12:00,17.11,625, , , , , 
2020-03-02 22:13:00,17.03,625, , , , , 
2020-03-02 22:14:00,17.11,626, , , , , 
2020-03-02 22:15:00,17.11,624, , , , , 
2020-03-02 22:16:00,17.11,624, , , , , 
2020-03-02 22:17:00,17.11,623, , , , , 
2020-03-02 22:18:00,17.11,625, , , , , 
2020-03-02 22:19:00,17.11,627, , , , , 
2020-03-02 22:20:00,17.11,624, , , , , 
2020-03-02 22:21:00,17.07,625, , , , , 
2020-03-02 22:22:00,17.07,625, , , , , 
2020-03-02 22:23:00,17.11,625, , , , , 
2020-03-02 22:24:00,17.07,624, , , , , 
